datetime,heartrate
01/01/22 1:52,81
01/01/22 1:53,80
01/01/22 1:54,83
01/01/22 1:55,79
01/01/22 1:56,77
01/01/22 1:57,74
01/01/22 1:58,75
01/01/22 1:59,79
01/01/22 2:00,77
01/01/22 2:01,76
01/01/22 2:02,78
01/01/22 2:03,79
01/01/22 2:04,77
01/01/22 2:05,78
01/01/22 2:06,80
01/01/22 2:07,78
01/01/22 2:08,81
01/01/22 2:09,73
01/01/22 2:10,78
01/01/22 2:11,78
01/01/22 2:12,78
01/01/22 2:13,77
01/01/22 2:14,78
01/01/22 2:15,76
01/01/22 2:16,79
01/01/22 2:17,79
01/01/22 2:18,80
01/01/22 2:19,78
01/01/22 2:20,80
01/01/22 2:21,80
01/01/22 2:22,80
01/01/22 2:23,78
01/01/22 2:24,79
01/01/22 2:25,80
01/01/22 2:26,77
01/01/22 2:27,77
01/01/22 2:28,78
01/01/22 2:29,78
01/01/22 2:30,75
01/01/22 2:31,74
01/01/22 2:32,75
01/01/22 2:33,76
01/01/22 2:34,75
01/01/22 2:35,75
01/01/22 2:36,75
01/01/22 2:37,75
01/01/22 2:38,75
01/01/22 2:39,76
01/01/22 2:40,74
01/01/22 2:41,74
01/01/22 2:42,74
01/01/22 2:43,75
01/01/22 2:44,74
01/01/22 2:45,75
01/01/22 2:46,77
01/01/22 2:47,76
01/01/22 2:48,77
01/01/22 2:49,77
01/01/22 2:50,77
01/01/22 2:51,78
01/01/22 2:52,77
01/01/22 2:53,77
01/01/22 2:54,83
01/01/22 2:55,84
01/01/22 2:56,83
01/01/22 2:57,81
01/01/22 2:58,83
01/01/22 2:59,83
01/01/22 3:00,82
01/01/22 3:01,81
01/01/22 3:02,80
01/01/22 3:03,80
01/01/22 3:04,80
01/01/22 3:05,80
01/01/22 3:06,81
01/01/22 3:07,81
01/01/22 3:08,81
01/01/22 3:09,81
01/01/22 3:10,79
01/01/22 3:11,79
01/01/22 3:12,79
01/01/22 3:13,79
01/01/22 3:14,80
01/01/22 3:15,80
01/01/22 3:16,80
01/01/22 3:17,83
01/01/22 3:18,83
01/01/22 3:19,80
01/01/22 3:20,78
01/01/22 3:21,82
01/01/22 3:22,80
01/01/22 3:23,82
01/01/22 3:24,85
01/01/22 3:25,84
01/01/22 3:26,86
01/01/22 3:27,87
01/01/22 3:28,88
01/01/22 3:29,83
01/01/22 3:30,83
01/01/22 3:31,83
01/01/22 3:32,83
01/01/22 3:33,81
01/01/22 3:34,81
01/01/22 3:35,80
01/01/22 3:36,80
01/01/22 3:37,79
01/01/22 3:38,80
01/01/22 3:39,80
01/01/22 3:40,82
01/01/22 3:41,82
01/01/22 3:42,82
01/01/22 3:43,81
01/01/22 3:44,82
01/01/22 3:45,82
01/01/22 3:46,80
01/01/22 3:47,82
01/01/22 3:48,84
01/01/22 3:49,83
01/01/22 3:50,81
01/01/22 3:51,81
01/01/22 3:52,81
01/01/22 3:53,80
01/01/22 3:54,82
01/01/22 3:55,82
01/01/22 3:56,81
01/01/22 3:57,80
01/01/22 3:58,79
01/01/22 3:59,79
01/01/22 4:00,79
01/01/22 4:01,73
01/01/22 4:02,76
01/01/22 4:03,75
01/01/22 4:04,74
01/01/22 4:05,74
01/01/22 4:06,74
01/01/22 4:07,79
01/01/22 4:08,78
01/01/22 4:09,79
01/01/22 4:10,80
01/01/22 4:11,80
01/01/22 4:12,78
01/01/22 4:13,76
01/01/22 4:14,79
01/01/22 4:15,76
01/01/22 4:16,73
01/01/22 4:17,73
01/01/22 4:18,73
01/01/22 4:19,74
01/01/22 4:20,74
01/01/22 4:21,76
01/01/22 4:22,75
01/01/22 4:23,75
01/01/22 4:24,76
01/01/22 4:25,72
01/01/22 4:26,70
01/01/22 4:27,72
01/01/22 4:28,68
01/01/22 4:29,69
01/01/22 4:30,70
01/01/22 4:31,66
01/01/22 4:32,67
01/01/22 4:33,68
01/01/22 4:34,68
01/01/22 4:35,74
01/01/22 4:36,69
01/01/22 4:37,71
01/01/22 4:38,72
01/01/22 4:39,68
01/01/22 4:40,65
01/01/22 4:41,68
01/01/22 4:42,73
01/01/22 4:43,79
01/01/22 4:44,85
01/01/22 4:45,85
01/01/22 4:46,77
01/01/22 4:47,78
01/01/22 4:48,75
01/01/22 4:49,76
01/01/22 4:50,72
01/01/22 4:51,77
01/01/22 4:52,74
01/01/22 4:53,78
01/01/22 4:54,80
01/01/22 4:55,88
01/01/22 4:56,89
01/01/22 4:57,88
01/01/22 4:58,81
01/01/22 4:59,76
01/01/22 5:00,76
01/01/22 5:01,71
01/01/22 5:02,68
01/01/22 5:03,69
01/01/22 5:04,69
01/01/22 5:05,72
01/01/22 5:06,70
01/01/22 5:07,69
01/01/22 5:08,71
01/01/22 5:09,72
01/01/22 5:10,76
01/01/22 5:11,76
01/01/22 5:12,73
01/01/22 5:13,71
01/01/22 5:14,73
01/01/22 5:15,75
01/01/22 5:16,73
01/01/22 5:17,70
01/01/22 5:18,75
01/01/22 5:19,76
01/01/22 5:20,76
01/01/22 5:21,79
01/01/22 5:22,80
01/01/22 5:23,80
01/01/22 5:24,80
01/01/22 5:25,80
01/01/22 5:26,83
01/01/22 5:27,83
01/01/22 5:28,83
01/01/22 5:29,83
01/01/22 5:30,83
01/01/22 5:31,83
01/01/22 5:32,83
01/01/22 5:33,83
01/01/22 5:34,82
01/01/22 5:35,82
01/01/22 5:36,82
01/01/22 5:37,82
01/01/22 5:38,82
01/01/22 5:39,82
01/01/22 5:40,82
01/01/22 5:41,82
01/01/22 5:42,73
01/01/22 5:43,67
01/01/22 5:44,67
01/01/22 5:45,66
01/01/22 5:46,69
01/01/22 5:47,72
01/01/22 5:48,72
01/01/22 5:49,70
01/01/22 5:50,71
01/01/22 5:51,71
01/01/22 5:52,69
01/01/22 5:53,70
01/01/22 5:54,71
01/01/22 5:55,70
01/01/22 5:56,72
01/01/22 5:57,69
01/01/22 5:58,71
01/01/22 5:59,68
01/01/22 6:00,72
01/01/22 6:01,65
01/01/22 6:02,65
01/01/22 6:03,70
01/01/22 6:04,80
01/01/22 6:05,77
01/01/22 6:06,73
01/01/22 6:07,72
01/01/22 6:08,74
01/01/22 6:09,73
01/01/22 6:10,72
01/01/22 6:11,75
01/01/22 6:12,75
01/01/22 6:13,73
01/01/22 6:14,70
01/01/22 6:15,72
01/01/22 6:16,70
01/01/22 6:17,72
01/01/22 6:18,70
01/01/22 6:19,69
01/01/22 6:20,72
01/01/22 6:21,68
01/01/22 6:22,66
01/01/22 6:23,71
01/01/22 6:24,72
01/01/22 6:25,68
01/01/22 6:26,67
01/01/22 6:27,67
01/01/22 6:28,66
01/01/22 6:29,67
01/01/22 6:30,67
01/01/22 6:31,67
01/01/22 6:32,67
01/01/22 6:33,66
01/01/22 6:34,69
01/01/22 6:35,68
01/01/22 6:36,71
01/01/22 6:37,70
01/01/22 6:38,69
01/01/22 6:39,69
01/01/22 6:40,68
01/01/22 6:41,69
01/01/22 6:42,70
01/01/22 6:43,70
01/01/22 6:44,69
01/01/22 6:45,71
01/01/22 6:46,75
01/01/22 6:47,78
01/01/22 6:48,79
01/01/22 6:49,77
01/01/22 6:50,76
01/01/22 6:51,76
01/01/22 6:52,70
01/01/22 6:53,65
01/01/22 6:54,67
01/01/22 6:55,70
01/01/22 6:56,66
01/01/22 6:57,70
01/01/22 6:58,69
01/01/22 6:59,69
01/01/22 7:00,69
01/01/22 7:01,68
01/01/22 7:02,70
01/01/22 7:03,69
01/01/22 7:04,71
01/01/22 7:05,68
01/01/22 7:06,65
01/01/22 7:07,66
01/01/22 7:08,70
01/01/22 7:09,67
01/01/22 7:10,70
01/01/22 7:11,68
01/01/22 7:12,68
01/01/22 7:13,71
01/01/22 7:14,75
01/01/22 7:15,74
01/01/22 7:16,74
01/01/22 7:17,72
01/01/22 7:18,74
01/01/22 7:19,76
01/01/22 7:20,76
01/01/22 7:21,75
01/01/22 7:22,73
01/01/22 7:23,75
01/01/22 7:24,77
01/01/22 7:25,79
01/01/22 7:26,76
01/01/22 7:27,74
01/01/22 7:28,74
01/01/22 7:29,75
01/01/22 7:30,75
01/01/22 7:31,74
01/01/22 7:32,75
01/01/22 7:33,75
01/01/22 7:34,75
01/01/22 7:35,76
01/01/22 7:36,76
01/01/22 7:37,76
01/01/22 7:38,75
01/01/22 7:39,75
01/01/22 7:40,75
01/01/22 7:41,76
01/01/22 7:42,81
01/01/22 7:43,74
01/01/22 7:44,75
01/01/22 7:45,72
01/01/22 7:46,70
01/01/22 7:47,71
01/01/22 7:48,71
01/01/22 7:49,69
01/01/22 7:50,69
01/01/22 7:51,71
01/01/22 7:52,69
01/01/22 7:53,68
01/01/22 7:54,66
01/01/22 7:55,66
01/01/22 7:56,66
01/01/22 7:57,66
01/01/22 7:58,66
01/01/22 7:59,67
01/01/22 8:00,68
01/01/22 8:01,67
01/01/22 8:02,64
01/01/22 8:03,65
01/01/22 8:04,68
01/01/22 8:05,71
01/01/22 8:06,76
01/01/22 8:07,86
01/01/22 8:08,82
01/01/22 8:09,75
01/01/22 8:10,83
01/01/22 8:11,84
01/01/22 8:12,80
01/01/22 8:13,78
01/01/22 8:14,77
01/01/22 8:15,76
01/01/22 8:16,74
01/01/22 8:17,73
01/01/22 8:18,73
01/01/22 8:19,72
01/01/22 8:20,73
01/01/22 8:21,74
01/01/22 8:22,74
01/01/22 8:23,85
01/01/22 8:24,
01/01/22 8:25,
01/01/22 8:26,
01/01/22 8:27,
01/01/22 8:28,
01/01/22 8:29,
01/01/22 8:30,
01/01/22 8:31,
01/01/22 8:32,90
01/01/22 8:33,90
01/01/22 8:34,90
01/01/22 8:35,94
01/01/22 8:36,97
01/01/22 8:37,100
01/01/22 8:38,100
01/01/22 8:39,102
01/01/22 8:40,111
01/01/22 8:41,105
01/01/22 8:42,90
01/01/22 8:43,96
01/01/22 8:44,100
01/01/22 8:45,99
01/01/22 8:46,93
01/01/22 8:47,93
01/01/22 8:48,96
01/01/22 8:49,93
01/01/22 8:50,95
01/01/22 8:51,98
01/01/22 8:52,100
01/01/22 8:53,100
01/01/22 8:54,101
01/01/22 8:55,101
01/01/22 8:56,101
01/01/22 8:57,99
01/01/22 8:58,100
01/01/22 8:59,98
01/01/22 9:00,98
01/01/22 9:01,95
01/01/22 9:02,95
01/01/22 9:03,93
01/01/22 9:04,93
01/01/22 9:05,92
01/01/22 9:06,93
01/01/22 9:07,94
01/01/22 9:08,94
01/01/22 9:09,94
01/01/22 9:10,91
01/01/22 9:11,92
01/01/22 9:12,91
01/01/22 9:13,89
01/01/22 9:14,88
01/01/22 9:15,88
01/01/22 9:16,90
01/01/22 9:17,89
01/01/22 9:18,91
01/01/22 9:19,87
01/01/22 9:20,89
01/01/22 9:21,87
01/01/22 9:22,87
01/01/22 9:23,84
01/01/22 9:24,84
01/01/22 9:25,87
01/01/22 9:26,87
01/01/22 9:27,90
01/01/22 9:28,90
01/01/22 9:29,92
01/01/22 9:30,92
01/01/22 9:31,88
01/01/22 9:32,84
01/01/22 9:33,84
01/01/22 9:34,90
01/01/22 9:35,90
01/01/22 9:36,88
01/01/22 9:37,85
01/01/22 9:38,86
01/01/22 9:39,86
01/01/22 9:40,85
01/01/22 9:41,83
01/01/22 9:42,81
01/01/22 9:43,82
01/01/22 9:44,81
01/01/22 9:45,83
01/01/22 9:46,81
01/01/22 9:47,81
01/01/22 9:48,84
01/01/22 9:49,86
01/01/22 9:50,92
01/01/22 9:51,90
01/01/22 9:52,87
01/01/22 9:53,89
01/01/22 9:54,88
01/01/22 9:55,90
01/01/22 9:56,90
01/01/22 9:57,88
01/01/22 9:58,88
01/01/22 9:59,87
01/01/22 10:00,87
01/01/22 10:01,90
01/01/22 10:02,92
01/01/22 10:03,88
01/01/22 10:04,85
01/01/22 10:05,83
01/01/22 10:06,87
01/01/22 10:07,90
01/01/22 10:08,89
01/01/22 10:09,80
01/01/22 10:10,84
01/01/22 10:11,85
01/01/22 10:12,83
01/01/22 10:13,81
01/01/22 10:14,86
01/01/22 10:15,85
01/01/22 10:16,86
01/01/22 10:17,84
01/01/22 10:18,81
01/01/22 10:19,82
01/01/22 10:20,80
01/01/22 10:21,89
01/01/22 10:22,99
01/01/22 10:23,80
01/01/22 10:24,78
01/01/22 10:25,80
01/01/22 10:26,82
01/01/22 10:27,82
01/01/22 10:28,78
01/01/22 10:29,78
01/01/22 10:30,82
01/01/22 10:31,87
01/01/22 10:32,87
01/01/22 10:33,88
01/01/22 10:34,90
01/01/22 10:35,91
01/01/22 10:36,94
01/01/22 10:37,91
01/01/22 10:38,95
01/01/22 10:39,105
01/01/22 10:40,102
01/01/22 10:41,100
01/01/22 10:42,93
01/01/22 10:43,91
01/01/22 10:44,91
01/01/22 10:45,89
01/01/22 10:46,89
01/01/22 10:47,89
01/01/22 10:48,91
01/01/22 10:49,91
01/01/22 10:50,99
01/01/22 10:51,95
01/01/22 10:52,84
01/01/22 10:53,91
01/01/22 10:54,93
01/01/22 10:55,90
01/01/22 10:56,102
01/01/22 10:57,107
01/01/22 10:58,105
01/01/22 10:59,108
01/01/22 11:00,96
01/01/22 11:01,94
01/01/22 11:02,91
01/01/22 11:03,83
01/01/22 11:04,90
01/01/22 11:05,99
01/01/22 11:06,87
01/01/22 11:07,84
01/01/22 11:08,90
01/01/22 11:09,96
01/01/22 11:10,92
01/01/22 11:11,89
01/01/22 11:12,93
01/01/22 11:13,93
01/01/22 11:14,98
01/01/22 11:15,104
01/01/22 11:16,109
01/01/22 11:17,108
01/01/22 11:18,109
01/01/22 11:19,109
01/01/22 11:20,109
01/01/22 11:21,105
01/01/22 11:22,102
01/01/22 11:23,101
01/01/22 11:24,101
01/01/22 11:25,103
01/01/22 11:26,105
01/01/22 11:27,98
01/01/22 11:28,103
01/01/22 11:29,111
01/01/22 11:30,111
01/01/22 11:31,117
01/01/22 11:32,123
01/01/22 11:33,123
01/01/22 11:34,124
01/01/22 11:35,121
01/01/22 11:36,110
01/01/22 11:37,105
01/01/22 11:38,110
01/01/22 11:39,111
01/01/22 11:40,106
01/01/22 11:41,102
01/01/22 11:42,100
01/01/22 11:43,98
01/01/22 11:44,102
01/01/22 11:45,102
01/01/22 11:46,103
01/01/22 11:47,100
01/01/22 11:48,98
01/01/22 11:49,93
01/01/22 11:50,105
01/01/22 11:51,115
01/01/22 11:52,115
01/01/22 11:53,114
01/01/22 11:54,120
01/01/22 11:55,114
01/01/22 11:56,104
01/01/22 11:57,103
01/01/22 11:58,100
01/01/22 11:59,98
01/01/22 12:00,88
01/01/22 12:01,89
01/01/22 12:02,94
01/01/22 12:03,98
01/01/22 12:04,99
01/01/22 12:05,102
01/01/22 12:06,106
01/01/22 12:07,101
01/01/22 12:08,100
01/01/22 12:09,101
01/01/22 12:10,99
01/01/22 12:11,100
01/01/22 12:12,95
01/01/22 12:13,98
01/01/22 12:14,101
01/01/22 12:15,99
01/01/22 12:16,99
01/01/22 12:17,109
01/01/22 12:18,107
01/01/22 12:19,99
01/01/22 12:20,95
01/01/22 12:21,94
01/01/22 12:22,93
01/01/22 12:23,94
01/01/22 12:24,93
01/01/22 12:25,93
01/01/22 12:26,93
01/01/22 12:27,93
01/01/22 12:28,91
01/01/22 12:29,91
01/01/22 12:30,93
01/01/22 12:31,92
01/01/22 12:32,92
01/01/22 12:33,91
01/01/22 12:34,90
01/01/22 12:35,95
01/01/22 12:36,95
01/01/22 12:37,93
01/01/22 12:38,91
01/01/22 12:39,90
01/01/22 12:40,90
01/01/22 12:41,89
01/01/22 12:42,87
01/01/22 12:43,87
01/01/22 12:44,86
01/01/22 12:45,87
01/01/22 12:46,86
01/01/22 12:47,88
01/01/22 12:48,87
01/01/22 12:49,88
01/01/22 12:50,87
01/01/22 12:51,87
01/01/22 12:52,85
01/01/22 12:53,86
01/01/22 12:54,89
01/01/22 12:55,89
01/01/22 12:56,86
01/01/22 12:57,86
01/01/22 12:58,83
01/01/22 12:59,86
01/01/22 13:00,90
01/01/22 13:01,88
01/01/22 13:02,87
01/01/22 13:03,86
01/01/22 13:04,84
01/01/22 13:05,83
01/01/22 13:06,84
01/01/22 13:07,86
01/01/22 13:08,87
01/01/22 13:09,83
01/01/22 13:10,87
01/01/22 13:11,88
01/01/22 13:12,85
01/01/22 13:13,86
01/01/22 13:14,87
01/01/22 13:15,86
01/01/22 13:16,87
01/01/22 13:17,86
01/01/22 13:18,85
01/01/22 13:19,86
01/01/22 13:20,84
01/01/22 13:21,81
01/01/22 13:22,83
01/01/22 13:23,84
01/01/22 13:24,86
01/01/22 13:25,85
01/01/22 13:26,84
01/01/22 13:27,87
01/01/22 13:28,87
01/01/22 13:29,85
01/01/22 13:30,87
01/01/22 13:31,88
01/01/22 13:32,91
01/01/22 13:33,87
01/01/22 13:34,87
01/01/22 13:35,86
01/01/22 13:36,86
01/01/22 13:37,88
01/01/22 13:38,90
01/01/22 13:39,87
01/01/22 13:40,89
01/01/22 13:41,87
01/01/22 13:42,86
01/01/22 13:43,90
01/01/22 13:44,88
01/01/22 13:45,90
01/01/22 13:46,90
01/01/22 13:47,86
01/01/22 13:48,91
01/01/22 13:49,92
01/01/22 13:50,87
01/01/22 13:51,85
01/01/22 13:52,86
01/01/22 13:53,85
01/01/22 13:54,86
01/01/22 13:55,84
01/01/22 13:56,86
01/01/22 13:57,90
01/01/22 13:58,84
01/01/22 13:59,80
01/01/22 14:00,82
01/01/22 14:01,84
01/01/22 14:02,87
01/01/22 14:03,90
01/01/22 14:04,87
01/01/22 14:05,83
01/01/22 14:06,84
01/01/22 14:07,86
01/01/22 14:08,83
01/01/22 14:09,79
01/01/22 14:10,72
01/01/22 14:11,82
01/01/22 14:12,94
01/01/22 14:13,92
01/01/22 14:14,90
01/01/22 14:15,92
01/01/22 14:16,89
01/01/22 14:17,86
01/01/22 14:18,102
01/01/22 14:19,99
01/01/22 14:20,93
01/01/22 14:21,86
01/01/22 14:22,83
01/01/22 14:23,79
01/01/22 14:24,81
01/01/22 14:25,84
01/01/22 14:26,84
01/01/22 14:27,83
01/01/22 14:28,84
01/01/22 14:29,90
01/01/22 14:30,85
01/01/22 14:31,87
01/01/22 14:32,85
01/01/22 14:33,87
01/01/22 14:34,85
01/01/22 14:35,87
01/01/22 14:36,87
01/01/22 14:37,83
01/01/22 14:38,85
01/01/22 14:39,96
01/01/22 14:40,101
01/01/22 14:41,97
01/01/22 14:42,97
01/01/22 14:43,95
01/01/22 14:44,95
01/01/22 14:45,89
01/01/22 14:46,92
01/01/22 14:47,92
01/01/22 14:48,90
01/01/22 14:49,89
01/01/22 14:50,88
01/01/22 14:51,89
01/01/22 14:52,92
01/01/22 14:53,89
01/01/22 14:54,86
01/01/22 14:55,88
01/01/22 14:56,97
01/01/22 14:57,97
01/01/22 14:58,96
01/01/22 14:59,94
01/01/22 15:00,87
01/01/22 15:01,82
01/01/22 15:02,82
01/01/22 15:03,82
01/01/22 15:04,83
01/01/22 15:05,82
01/01/22 15:06,81
01/01/22 15:07,78
01/01/22 15:08,81
01/01/22 15:09,81
01/01/22 15:10,81
01/01/22 15:11,83
01/01/22 15:12,88
01/01/22 15:13,89
01/01/22 15:14,91
01/01/22 15:15,92
01/01/22 15:16,93
01/01/22 15:17,90
01/01/22 15:18,90
01/01/22 15:19,91
01/01/22 15:20,94
01/01/22 15:21,92
01/01/22 15:22,93
01/01/22 15:23,95
01/01/22 15:24,94
01/01/22 15:25,93
01/01/22 15:26,87
01/01/22 15:27,90
01/01/22 15:28,87
01/01/22 15:29,86
01/01/22 15:30,86
01/01/22 15:31,86
01/01/22 15:32,86
01/01/22 15:33,87
01/01/22 15:34,86
01/01/22 15:35,85
01/01/22 15:36,83
01/01/22 15:37,82
01/01/22 15:38,82
01/01/22 15:39,82
01/01/22 15:40,81
01/01/22 15:41,83
01/01/22 15:42,84
01/01/22 15:43,85
01/01/22 15:44,84
01/01/22 15:45,85
01/01/22 15:46,86
01/01/22 15:47,87
01/01/22 15:48,87
01/01/22 15:49,85
01/01/22 15:50,89
01/01/22 15:51,89
01/01/22 15:52,90
01/01/22 15:53,91
01/01/22 15:54,90
01/01/22 15:55,87
01/01/22 15:56,86
01/01/22 15:57,87
01/01/22 15:58,87
01/01/22 15:59,87
01/01/22 16:00,85
01/01/22 16:01,84
01/01/22 16:02,84
01/01/22 16:03,81
01/01/22 16:04,79
01/01/22 16:05,81
01/01/22 16:06,84
01/01/22 16:07,87
01/01/22 16:08,87
01/01/22 16:09,84
01/01/22 16:10,88
01/01/22 16:11,87
01/01/22 16:12,83
01/01/22 16:13,84
01/01/22 16:14,85
01/01/22 16:15,85
01/01/22 16:16,85
01/01/22 16:17,86
01/01/22 16:18,82
01/01/22 16:19,81
01/01/22 16:20,87
01/01/22 16:21,88
01/01/22 16:22,89
01/01/22 16:23,86
01/01/22 16:24,89
01/01/22 16:25,90
01/01/22 16:26,91
01/01/22 16:27,92
01/01/22 16:28,86
01/01/22 16:29,89
01/01/22 16:30,85
01/01/22 16:31,86
01/01/22 16:32,91
01/01/22 16:33,90
01/01/22 16:34,91
01/01/22 16:35,94
01/01/22 16:36,93
01/01/22 16:37,94
01/01/22 16:38,91
01/01/22 16:39,92
01/01/22 16:40,93
01/01/22 16:41,94
01/01/22 16:42,90
01/01/22 16:43,92
01/01/22 16:44,95
01/01/22 16:45,95
01/01/22 16:46,94
01/01/22 16:47,95
01/01/22 16:48,93
01/01/22 16:49,90
01/01/22 16:50,91
01/01/22 16:51,93
01/01/22 16:52,90
01/01/22 16:53,94
01/01/22 16:54,93
01/01/22 16:55,88
01/01/22 16:56,91
01/01/22 16:57,89
01/01/22 16:58,92
01/01/22 16:59,92
01/01/22 17:00,91
01/01/22 17:01,90
01/01/22 17:02,84
01/01/22 17:03,93
01/01/22 17:04,87
01/01/22 17:05,85
01/01/22 17:06,80
01/01/22 17:07,82
01/01/22 17:08,77
01/01/22 17:09,78
01/01/22 17:10,84
01/01/22 17:11,81
01/01/22 17:12,81
01/01/22 17:13,76
01/01/22 17:14,79
01/01/22 17:15,82
01/01/22 17:16,83
01/01/22 17:17,82
01/01/22 17:18,89
01/01/22 17:19,91
01/01/22 17:20,92
01/01/22 17:21,86
01/01/22 17:22,93
01/01/22 17:23,94
01/01/22 17:24,91
01/01/22 17:25,91
01/01/22 17:26,90
01/01/22 17:27,89
01/01/22 17:28,88
01/01/22 17:29,88
01/01/22 17:30,90
01/01/22 17:31,87
01/01/22 17:32,87
01/01/22 17:33,89
01/01/22 17:34,104
01/01/22 17:35,101
01/01/22 17:36,103
01/01/22 17:37,100
01/01/22 17:38,97
01/01/22 17:39,100
01/01/22 17:40,100
01/01/22 17:41,102
01/01/22 17:42,104
01/01/22 17:43,103
01/01/22 17:44,102
01/01/22 17:45,102
01/01/22 17:46,102
01/01/22 17:47,101
01/01/22 17:48,102
01/01/22 17:49,103
01/01/22 17:50,102
01/01/22 17:51,102
01/01/22 17:52,101
01/01/22 17:53,110
01/01/22 17:54,107
01/01/22 17:55,111
01/01/22 17:56,108
01/01/22 17:57,108
01/01/22 17:58,108
01/01/22 17:59,103
01/01/22 18:00,101
01/01/22 18:01,102
01/01/22 18:02,101
01/01/22 18:03,101
01/01/22 18:04,106
01/01/22 18:05,110
01/01/22 18:06,109
01/01/22 18:07,107
01/01/22 18:08,105
01/01/22 18:09,102
01/01/22 18:10,101
01/01/22 18:11,102
01/01/22 18:12,103
01/01/22 18:13,108
01/01/22 18:14,116
01/01/22 18:15,118
01/01/22 18:16,115
01/01/22 18:17,111
01/01/22 18:18,104
01/01/22 18:19,94
01/01/22 18:20,94
01/01/22 18:21,91
01/01/22 18:22,103
01/01/22 18:23,113
01/01/22 18:24,111
01/01/22 18:25,112
01/01/22 18:26,112
01/01/22 18:27,109
01/01/22 18:28,109
01/01/22 18:29,108
01/01/22 18:30,108
01/01/22 18:31,109
01/01/22 18:32,114
01/01/22 18:33,114
01/01/22 18:34,118
01/01/22 18:35,117
01/01/22 18:36,114
01/01/22 18:37,108
01/01/22 18:38,109
01/01/22 18:39,107
01/01/22 18:40,106
01/01/22 18:41,107
01/01/22 18:42,109
01/01/22 18:43,119
01/01/22 18:44,114
01/01/22 18:45,118
01/01/22 18:46,116
01/01/22 18:47,112
01/01/22 18:48,113
01/01/22 18:49,113
01/01/22 18:50,109
01/01/22 18:51,110
01/01/22 18:52,110
01/01/22 18:53,110
01/01/22 18:54,108
01/01/22 18:55,111
01/01/22 18:56,112
01/01/22 18:57,112
01/01/22 18:58,113
01/01/22 18:59,109
01/01/22 19:00,110
01/01/22 19:01,110
01/01/22 19:02,110
01/01/22 19:03,108
01/01/22 19:04,108
01/01/22 19:05,107
01/01/22 19:06,106
01/01/22 19:07,108
01/01/22 19:08,111
01/01/22 19:09,119
01/01/22 19:10,125
01/01/22 19:11,123
01/01/22 19:12,121
01/01/22 19:13,117
01/01/22 19:14,116
01/01/22 19:15,112
01/01/22 19:16,111
01/01/22 19:17,112
01/01/22 19:18,112
01/01/22 19:19,111
01/01/22 19:20,110
01/01/22 19:21,115
01/01/22 19:22,113
01/01/22 19:23,114
01/01/22 19:24,117
